Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Norway,NOR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,85.8529968261719,85.4942016601563,84.815299987793,85.2297973632813,85.0146026611328,84.4117965698242,83.496696472168,83.1919021606445,83.6698989868164,..
Norway,NOR,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,72.7799987792969,72.746696472168,72.7257995605469,71.6950988769531,71.0115966796875,70.1313018798828,69.4880981445313,70.3190002441406,70.0419998168945,..
Norway,NOR,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,56.1097984313965,55.7789993286133,54.5183982849121,49.7816009521484,50.7210998535156,51.0243988037109,50.1898002624512,49.4379997253418,50.0125999450684,..
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Population ages 15-64, total",SP.POP.1564.TO,2373096,2593622,2823602,3042678,3238353,3395400,3528136,3639533,3737857,..
Oman,OMN,"Labor force, total",SL.TLF.TOTL.IN,1562303,1751335,1956038,2159684,2349315,2482965,2601786,2701563,2793208,2878139
Oman,OMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17353.0375624339,17633.1436393044,17100.1813835849,16425.7294552381,16226.7066535734,16225.8467799417,15630.4935508586,15367.4670319603,14992.6060873,..
Oman,OMN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Oman,OMN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,91.981201171875,93.0386123657227,94.8999862670898,95.5759963989258,95.6515274047852,..,..
Pakistan,PAK,"Population ages 15-64, total",SP.POP.1564.TO,107102054,110061539,113061505,116097467,119164305,122148420,125169486,128214827,131288857,..
Pakistan,PAK,"Labor force, total",SL.TLF.TOTL.IN,59221677,61250812,63325687,64834459,67754731,69170840,70602092,72040845,73943766,75862533
Pakistan,PAK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,992.878139474556,1006.07328865598,1028.44108649159,1054.22797401501,1081.29436599486,1117.51755461944,1155.36336715957,1197.91265061769,1185.45677074611,..
Pakistan,PAK,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,61.3785018920898,..,64.3525009155273,61.6152992248535,69.0133972167969,..,..,61.1955986022949,..,..
Pakistan,PAK,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,47.4025001525879,..,48.6417999267578,46.5116004943848,47.3450012207031,..,..,46.7471008300781,..,..
Pakistan,PAK,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,52.765998840332,..,52.8791999816895,52.021598815918,51.9678001403809,..,..,52.0210990905762,..,..
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,54.7380218505859,56.7643394470215,55.5949897766113,56.9771499633789,..,..,59.1320495605469,..,..,..
Palau,PLW,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Palau,PLW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10844.0207063379,11109.4294053041,10973.4717781453,11440.3910526355,12565.2227265791,12622.4545707122,12121.644682649,12260.2233356517,..,..
Palau,PLW,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,82.1264038085938,..,..,..,..,..,..
Palau,PLW,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,65.2677993774414,..,..,..,..,..,..
Palau,PLW,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,50.1183013916016,..,..,..,..,..,..
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,99.5031280517578,..,96.5937423706055,..,..,..,..,..
Panama,PAN,"Population ages 15-64, total",SP.POP.1564.TO,2379450,2424568,2470489,2516914,2563685,2610791,2659159,2707991,2756238,..
Panama,PAN,"Labor force, total",SL.TLF.TOTL.IN,1641861,1726928,1787803,1813556,1858187,1910880,1937154,2029802,2070438,2110079
Panama,PAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8841.56127732431,9541.06021262127,10027.3462310214,10357.504182008,10765.9102941448,11107.2233281795,11530.0712587088,11755.1149696561,11910.1553367817,..
Panama,PAN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.8079986572266,82.9328002929688,82.4157028198242,81.7251968383789,83.7918014526367,81.3283996582031,81.6026992797852,82.7572021484375,83.8659973144531,..
Panama,PAN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,68.4954986572266,69.3059005737305,70.122200012207,69.9256973266602,70.3519973754883,70.0376968383789,69.7049026489258,70.5827026367188,70.3154983520508,..
Panama,PAN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,53.3354988098145,55.0983009338379,55.445499420166,55.2633018493652,54.5373001098633,54.9091987609863,53.9980010986328,55.8303985595703,56.9850997924805,..
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,95.4118118286133,..,..
Papua New Guinea,PNG,"Population ages 15-64, total",SP.POP.1564.TO,4379717,4495726,4615330,4737276,4860909,4981495,5103519,5227373,5353831,..
Papua New Guinea,PNG,"Labor force, total",SL.TLF.TOTL.IN,2236190,2289550,2345719,2383465,2429159,2486045,2549967,2618045,2671927,2727004
Papua New Guinea,PNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1928.29267984968,1976.09878282594,2010.22586303053,2237.00386007334,2400.50393635317,2448.8612487354,2485.5292656727,2418.54105144261,2505.13146892758,..
Papua New Guinea,PNG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Population ages 15-64, total",SP.POP.1564.TO,3940129,4021453,4104833,4185139,4259669,4332273,4398672,4460878,4522645,..
Paraguay,PRY,"Labor force, total",SL.TLF.TOTL.IN,2964215,3164739,3187574,3175766,3240419,3338124,3406346,3534912,3596812,3659296
Paraguay,PRY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4479.3989342399,4394.54388141372,4699.49371391186,4861.28709880236,4944.19164107741,5089.61202008711,5272.57579010939,5379.58163547209,5310.36062271649,..
Paraguay,PRY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,88.0130996704102,87.720100402832,88.7035980224609,85.0883026123047,86.9448013305664,85.9606018066406,86.7770004272461,..,..,..
Paraguay,PRY,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,76.3759002685547,79.0507965087891,76.3741989135742,75.3486022949219,75.100700378418,76.9858016967773,76.9727020263672,..,..,..
Paraguay,PRY,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,62.9166984558105,66.9315032958984,64.3560028076172,62.6351013183594,62.6750984191895,65.6849975585938,65.2170028686523,..,..,..
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,94.1974716186523,95.0590362548828,95.0348129272461,95.5548400878906,94.6502380371094,..,94.0207977294922,..,..
Peru,PER,"Population ages 15-64, total",SP.POP.1564.TO,18701550,18933055,19176447,19425186,19681869,20207760,20698743,21151617,21571344,..
Peru,PER,"Labor force, total",SL.TLF.TOTL.IN,16126917,16335923,16464314,16558647,16583446,16965614,17810899,18346713,18864899,19356012
Peru,PER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5360.2266324006,5642.57811515525,5919.20956823756,5996.49696468919,6114.22721428779,6262.36890465447,6314.29143772856,6453.56052508568,6486.63461847252,..
Peru,PER,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,85.4693984985352,86.2481002807617,85.064697265625,84.8184967041016,84.0028991699219,85.0695037841797,84.2180023193359,85.161003112793,83.8628997802734,..
Peru,PER,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,75.6240005493164,74.8832015991211,75.0169982910156,73.2865982055664,72.5067977905273,73.8636016845703,74.2904968261719,74.0367965698242,74.9113998413086,..
Peru,PER,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,75.1059036254883,74.7780990600586,74.0014038085938,73.4632034301758,72.6455001831055,73.5695037841797,73.5983963012695,73.3189010620117,73.1761016845703,..
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,93.8417282104492,..,93.7079467773438,94.1623382568359,94.1736679077148,94.1496124267578,94.4082717895508,..,..
Philippines,PHL,"Population ages 15-64, total",SP.POP.1564.TO,59396985,60664607,61922305,63178605,64449674,65635238,66884827,68165926,69420730,..
Philippines,PHL,"Labor force, total",SL.TLF.TOTL.IN,39898107,40483458,41189338,42517540,43017635,43863054,43007823,43864623,44815390,45731522
Philippines,PHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2264.39408703383,2379.66818447974,2497.68592515536,2612.8568808402,2735.18753201482,2886.8974846307,3042.68677972991,3190.77834844679,3337.68200957264,..
Philippines,PHL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,65.129997253418,64.0400009155273,..,63.4900016784668,63.1599998474121,63.2999992370605,..,..,..,..
Philippines,PHL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,74.6999969482422,74.3300018310547,74.5500030517578,..,..,..,..
Philippines,PHL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,64.6900024414063,64.4800033569336,..,64.6999969482422,63.4700012207031,63.1100006103516,..,..,..,..
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,96.3980026245117,..,98.1825485229492,..,..,..,..,..
Poland,POL,"Population ages 15-64, total",SP.POP.1564.TO,27048558,26941406,26793429,26602465,26371771,26152707,25894815,25606338,25325706,..
Poland,POL,"Labor force, total",SL.TLF.TOTL.IN,18101817,18228625,18269077,18388187,18315532,18376997,18443681,18391322,18260472,18116926
Poland,POL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13224.5690913933,13437.2399417066,13632.4979479006,14095.4311919181,14646.322069642,15101.5619514442,15845.2485992973,16692.8483342493,17386.8793610622,..
Poland,POL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,80.0055999755859,79.945198059082,80.1221008300781,80.2562026977539,80.4207000732422,80.4114990234375,80.1428985595703,80.3750991821289,80.2494964599609,..
Poland,POL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,61.8898010253906,61.500301361084,60.9328002929688,60.6857986450195,59.9435997009277,59.6702003479004,59.2061004638672,58.3302001953125,57.3586006164551,..
Poland,POL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,20.5373001098633,20.3740005493164,19.6049995422363,19.0953006744385,18.9859008789063,17.8780002593994,17.6240997314453,17.1695003509521,17.7408008575439,..
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,"Population ages 15-64, total",SP.POP.1564.TO,6984656,6932379,6868294,6804022,6748422,6707573,6672042,6642139,6612603,..
Portugal,PRT,"Labor force, total",SL.TLF.TOTL.IN,5430781,5387979,5296733,5240751,5216392,5203775,5248650,5267545,5239181,5200142
Portugal,PRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,22149.6305813295,21337.2857541231,21256.7594017088,21540.9878266453,22018.0094899911,22533.632532272,23380.6925860654,24035.7502679595,24590.4257971037,..
Portugal,PRT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.5942001342773,81.8599014282227,80.9492034912109,81.7743988037109,82.1976013183594,82.763298034668,82.1269989013672,83.2699966430664,83.6558990478516,..
Portugal,PRT,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,73.2059020996094,73.7126998901367,74.0792999267578,74.931396484375,74.6608963012695,74.6224975585938,74.9922027587891,74.8666000366211,75.2892990112305,..
Portugal,PRT,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,59.3016014099121,57.7230987548828,55.6127014160156,53.3925018310547,52.2144012451172,50.9528999328613,51.0125999450684,49.9457015991211,48.7985992431641,..
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94.47705078125,..,..,..,..,..,..,96.1375885009766,..,..
Puerto Rico,PRI,"Population ages 15-64, total",SP.POP.1564.TO,2432183,2396121,2361176,2315856,2270470,2218360,2155672,2059364,2045310,..
Puerto Rico,PRI,"Labor force, total",SL.TLF.TOTL.IN,1287848,1257461,1227508,1191175,1153413,1134198,1107555,1061756,1050067,1021239
Puerto Rico,PRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26647.3862687612,26979.6710188734,27206.8827512933,27325.6608021892,27518.7724955597,27702.0842160899,27561.0530580691,27362.4344457212,27684.4605117758,..
Puerto Rico,PRI,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,92.3899993896484,..,..,..
Qatar,QAT,"Population ages 15-64, total",SP.POP.1564.TO,1754252,1890848,2008879,2109133,2195417,2266630,2323022,2366906,2403885,..
Qatar,QAT,"Labor force, total",SL.TLF.TOTL.IN,1536175,1651717,1758797,1858956,1952246,2004463,2046136,2085366,2124504,2165431
Qatar,QAT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,69679.0884802855,67623.8007390447,66360.5909358245,65560.3754039676,65137.0573914628,64303.1863591834,63632.5986591259,63260.5584959583,62021.0747375364,..
Qatar,QAT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,84.4400024414063,..,..,..,..,..,..,..
Qatar,QAT,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,83.9199981689453,..,..,..,..,..,..,..
Qatar,QAT,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,90.5999984741211,..,..,..,..,..,..,..
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,91.3640823364258,90.1700592041016,90.6329879760742,91.3272171020508,..,93.1453018188477,93.4639663696289,..,..,..
Romania,ROU,"Population ages 15-64, total",SP.POP.1564.TO,13770831,13677968,13597261,13503208,13377211,13230919,13058609,12876560,12704857,..
Romania,ROU,"Labor force, total",SL.TLF.TOTL.IN,9179103,9226931,9184265,9210239,9114728,8952240,9108470,9054882,8932844,8820503
Romania,ROU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8415.99918522552,8629.14303523025,8965.64852504829,9306.24338328295,9712.081402447,10236.8959414022,11029.250384322,11586.4774983778,12131.4222274031,..
Romania,ROU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,80.5383987426758,80.2918014526367,80.4226989746094,80.2286987304688,81.8358993530273,81.5861968994141,82.6661987304688,82.5093002319336,82.4649963378906,..
Romania,ROU,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,63.7461013793945,63.9850997924805,63.4678993225098,63.7869987487793,63.6310005187988,62.5679016113281,63.7781982421875,63.7723999023438,62.5121002197266,..
Romania,ROU,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,34.3844985961914,34.6342010498047,34.467601776123,36.36669921875,33.6668014526367,31.6763000488281,31.9309005737305,31.3206996917725,32.0872001647949,..
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.6042861938477,..,..,..,..,..,..,98.8444976806641,..,..
Russian Federation,RUS,"Population ages 15-64, total",SP.POP.1564.TO,102546469,102128015,101568410,100929442,100247192,99343827,98406201,97394275,96370706,..
Russian Federation,RUS,"Labor force, total",SL.TLF.TOTL.IN,76029232,75821325,75440763,75238592,75015705,74939907,74184005,73825998,73025684,72298425
Russian Federation,RUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11125.3445917131,11553.5764196455,11731.3817803538,11608.7586367601,11355.2363049672,11356.4000420409,11550.5251205402,11844.4386003203,12011.5318008407,..
Russian Federation,RUS,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,69.3419036865234,69.2769012451172,69.5399017333984,70.6492004394531,70.7739028930664,71.3326034545898,66.6445999145508,66.9384002685547,67.0733032226563,..
Russian Federation,RUS,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,77.8635025024414,77.7270965576172,77.1434020996094,76.9373016357422,76.3848037719727,76.1316986083984,69.9922027587891,69.6298980712891,68.3996963500977,..
Russian Federation,RUS,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,29.0209999084473,29.6765003204346,28.8085994720459,27.8558006286621,29.2924003601074,29.0492000579834,21.3080997467041,21.6671009063721,21.807300567627,..
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.7300567626953,..,..
Rwanda,RWA,"Population ages 15-64, total",SP.POP.1564.TO,5763752,5926091,6096538,6271290,6448495,6640766,6830824,7022713,7223337,..
Rwanda,RWA,"Labor force, total",SL.TLF.TOTL.IN,5089382,5226281,5368436,5513220,5668191,5837087,6007191,6178259,6362559,6555834
Rwanda,RWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,644.763840173281,683.460336640684,698.383346407862,723.232188000598,767.602645235225,792.621273116903,802.749353175275,848.800489435292,904.743728081412,..
Rwanda,RWA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,93.1709976196289,..,..,70.5457000732422,72.1918029785156,70.4397964477539,..
Rwanda,RWA,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,77.1119003295898,..,..,47.9443016052246,48.4337005615234,48.7449989318848,..
Rwanda,RWA,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,75.2052001953125,..,..,52.6976013183594,53.1663017272949,52.2918014526367,..
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,68.3310317993164,..,70.8041305541992,..,..,..,73.2155914306641,..,..
Samoa,WSM,"Population ages 15-64, total",SP.POP.1564.TO,106730,107900,108829,109398,109661,110407,110902,111557,112745,..
Samoa,WSM,"Labor force, total",SL.TLF.TOTL.IN,51028,51668,52316,52581,52673,52658,52779,53053,53500,54360
Samoa,WSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3685.07783821214,3504.14307397164,3459.66106104297,3435.2773836258,3558.12323361121,3824.50184990091,3847.18469630069,3748.84407507796,3860.00547797432,..
Samoa,WSM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,67.1097030639648,..,..,..,..,73.822998046875,..,..,..
Samoa,WSM,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,38.483699798584,..,..,..,..,46.3628997802734,..,..,..
Samoa,WSM,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,25.148099899292,..,..,..,..,35.2603988647461,..,..,..
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.973258972168,..,..,..,..,..,..,99.0957717895508,..,..
San Marino,SMR,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,54476.9797420514,49939.0073851507,48865.6182547604,47940.685494316,48649.145963526,49479.4371815351,49524.3750716664,49935.9944488364,..,..
San Marino,SMR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,90,..
San Marino,SMR,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,92.3499984741211,..
San Marino,SMR,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,88.7799987792969,..
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.9164276123047,..,..
Sao Tome and Principe,STP,"Population ages 15-64, total",SP.POP.1564.TO,98946,101001,102952,104996,107255,109693,112320,115125,118051,..
Sao Tome and Principe,STP,"Labor force, total",SL.TLF.TOTL.IN,61464,62826,64034,65181,66400,67718,69052,70431,71899,73407
Sao Tome and Principe,STP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1117.13650006465,1128.50745494651,1160.16339096572,1213.16418441018,1235.85104127019,1263.37458757483,1287.80943429957,1297.35867715095,1303.61255473226,..
Sao Tome and Principe,STP,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,90.1430969238281,..,..,..,..,..,92.8166427612305,..,..
Saudi Arabia,SAU,"Population ages 15-64, total",SP.POP.1564.TO,19316671,20181177,21031432,21835601,22569163,23153937,23676946,24143675,24577776,..
Saudi Arabia,SAU,"Labor force, total",SL.TLF.TOTL.IN,10562881,11306424,11979485,12555354,13185854,13607874,13839522,14019589,14387604,14731295
Saudi Arabia,SAU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,20553.9053742816,21006.6370090509,20929.4968690033,21087.3544122692,21399.1040059788,21270.4677241167,20693.941237821,20819.7445746725,20542.1640019597,..
Saudi Arabia,SAU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,80.129997253418,..,79.6500015258789,..,..,..,..
Saudi Arabia,SAU,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,51.939998626709,..,52.3300018310547,..,..,..,..
Saudi Arabia,SAU,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,47.9099998474121,..,48.4300003051758,..,..,..,..
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,94.4263381958008,..,..,..,95.3286285400391,..,..,..
Senegal,SEN,"Population ages 15-64, total",SP.POP.1564.TO,6949175,7147093,7354595,7570330,7794343,8030122,8278534,8538801,8810084,..
Senegal,SEN,"Labor force, total",SL.TLF.TOTL.IN,3529008,3585357,3643629,3702672,3763014,3877928,3997403,4122004,4255475,4392588
Senegal,SEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1263.45241134374,1291.62221425429,1291.41504230153,1338.71674774698,1384.51922733514,1431.75613082254,1495.34188817617,1547.09470286576,1584.47152910985,..
Senegal,SEN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,56.3199996948242,..,..,..,67.788200378418,..,..,..,..,..
Senegal,SEN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,43.25,..,..,..,34.6664009094238,..,..,..,..,..
Senegal,SEN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,49.5200004577637,..,..,..,43.3144989013672,..,..,..,..,..
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,51.8145484924316,..,43.5345001220703,..,..,..,51.9004211425781,..,..,..
Serbia,SRB,"Population ages 15-64, total",SP.POP.1564.TO,4910997,4877059,4836941,4793306,4745329,4700815,4653380,4606042,4564137,..
Serbia,SRB,"Labor force, total",SL.TLF.TOTL.IN,3048600,3067915,3111697,3123027,3096714,3191611,3219215,3241884,3218840,3199988
Serbia,SRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5898.59613222216,5886.89457613666,6086.72644503527,6018.16597399001,6155.44816919192,6394.46029514648,6560.32319407277,6885.98747717234,7213.18214660144,..
Serbia,SRB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,63.331600189209,62.1260986328125,63.3773002624512,69.0106964111328,69.6147003173828,70.2852020263672,71.9448013305664,72.4933013916016,71.7454986572266,..
Serbia,SRB,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,55.3348007202148,55.2947998046875,56.5307998657227,60.1223983764648,59.3326988220215,60.3160018920898,60.7252006530762,61.2070999145508,60.7174987792969,..
Serbia,SRB,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,43.3129997253418,44.0321006774902,44.9586982727051,33.5173988342285,30.8943996429443,33.4580993652344,33.2387008666992,32.9086990356445,33.8869018554688,..
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.9624099731445,..,..,..,..,98.8415069580078,..,..,..,..
Seychelles,SYC,"Population ages 15-64, total",SP.POP.1564.TO,60905,61579,62760,63682,64977,65674,66220,66543,66830,..
Seychelles,SYC,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11967.3623467509,11999.9538480947,12489.3149221443,12850.4931494914,13187.6120030729,13606.0904570264,14028.7208909072,14417.055463566,14962.3805954747,..
Seychelles,SYC,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,88.1119995117188,88.6938018798828,87.7023010253906,87.3310012817383,86.6484985351563,84.8601989746094,..
Seychelles,SYC,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,72.2898025512695,72.8038024902344,68.9568023681641,68.9487991333008,68.3537979125977,64.3422012329102,..
